EJE,PONDERADOR EJE,NOMBRE DE SECTOR,SECTOR MGA,PROGRAMA MGA,"COD,.INT. PROGRAMA",PROGRAMA PDT,PONDERADOR PROGRAMA,COD SUBPROGRAMA,"COD. INT, SUBPROGRAMA",SUBPROGRAMA,PONDERADOR SUBPROGRAMA,COD. INT. MR,META DE RESULTADO,INDICADOR DE RESULTADO,L.B,PRODUCTO MGA,BPIN,NOMBRE DEL PROYECTO,COD META PRODUCTO,PONDERADOR META DE PRODUCTO,META DE PRODUCTO,L.B,UNIDAD DE MEDIDA,TENDENCIA  INDICADOR,INDICADOR,RESPONSABLE, ,VALOR ESPERADO CUATRIENIO,% TOTAL  EJEJCUTADO 2024 VS CUATRIENIO,% TOTAL EJECUTADO 2025 VS CUATRIENIO,% TOTAL EJECUTADO 2026 VS CUATRIENIO,% TOTAL EJECUTADO 2027 VS CUATRIENIO,PORCENTAJE TOTAL PDM AVANCE CUATRIENIO,VALOR ESPERADO 2024,VALOR ESPERADO 2025,VALOR ESPERADO 2026,VALOR ESPERADO 2027,T1. PLANEADO 2024,T1. EJECUTADO 2024,T2. PLANEADO 2024,T2. EJECUTADO 2024,T3. PLANEADO 2024,T3. EJECUTADO 2024,T4. PLANEADO 2024,T.4 EJECUTADO 2024,TOTAL PLANEADO 2024,TOTAL EJECUTADO 2024,AVANCE 2024,% TOTAL PLANEADO 2024,% TOTAL AVANCE 2024,ESTADO PROGRAMADO-NO PROGRAMADO 2024, SOPORTES DE CUMPLIMIENTO 2024,T1. PLANEADO 2025,T1. EJECUTADO 2025,T2. PLANEADO 2025,T2. EJECUTADO 2025,T3. PLANEADO 2025,T3. EJECUTADO 2025,T4. PLANEADO 2025,T.4 EJECUTADO 2025,TOTAL PLANEADO 2025,TOTAL EJECUTADO 2025,AVANCE 2025,% TOTAL PLANEADO 2025,% TOTAL AVANCE 2025,ESTADO PROGRAMADO-NO PROGRAMADO 2025, SOPORTES DE CUMPLIMIENTO 2025,T1. PLANEADO 2026,T1. EJECUTADO 2026,T2. PLANEADO 2026,T2. EJECUTADO 2026,T3. PLANEADO 2026,T3. EJECUTADO 2026,T4. PLANEADO 2026,T.4 EJECUTADO 2026,TOTAL PLANEADO 2026,TOTAL EJECUTADO 2026,% AVANCE 2026,% TOTAL PLANEADO 2026,% TOTAL AVANCE 2026,ESTADO PROGRAMADO-NO PROGRAMADO, SOPORTES DE CUMPLIMIENTO 2025,T1. PLANEADO 2027,T1. EJECUTADO 2027,T2. PLANEADO 2027,T2. EJECUTADO 2027,T3. PLANEADO 2027,T3. EJECUTADO 2027,T4. PLANEADO 2027,T.4 EJECUTADO 2024,TOTAL PLANEADO 2027,TOTAL EJECUTADO 2027,% AVANCE 2027,% TOTAL PLANEADO 2025,% TOTAL AVANCE 2025,ESTADO PROGRAMADO-NO PROGRAMADO, SOPORTES DE CUMPLIMIENTO 2025,PPTO DEFINITIVO INICIAL,VALOR EJECUTADO,SALDO DISPONIBLE,PROCENTAJE EJECUCIÓN PPTO,Recursos Propios,Ssistema General de Participaciones,Sistema General de Regalias,Cofinanciación,Crédito,Otros,APROPIACION DEFINITIVA 2025,COMPROMISOS 2025,APROPIACION 2024,COMPROMISOS 2024,TOTAL ASIGNADO,TOTAL COMPROMISOS,% EJECUCIÓN FINANCIERA,APROPIACION INICIAL 2025,APROPIACION DEFINITIVA 2025,COMPROMISOS 2025,PAGOS 2025,% EJECUCION 2025,2024 PLAN FINANCIERO PDM,2025 PLAN FINANCIERO PDM,2026 PLAN FINANCIERO PDM,2027 PLAN FINANCIERO PDM,TOTALES PLAN FINANCIERO PDM,PLAN DE ACCIÓN,APROPIACION INICIAL 2026,APROPIACION DEFINITIVA 2026,COMPROMISOS 2026,PAGOS 2026,% EJECUCION 2026,VALOR EJECUTADO 2026,SALDO DISPONIBLE 2026,PROCENTAJE EJECUCIÓN PPTO,Recursos Propios,Ssistema General de Participaciones,Sistema General de Regalias,Cofinanciación,Crédito,Otros
"Eje 1. Ambiente, Conectividad y Ordenamiento y servicios públicos",23.50%,,40,4001,10,"Es el tiempo de la vivienda y Desarrollo Sostenible para Tenjo

(Acceso a soluciones de vivienda)",,1400,10.1,Mejoramiento Habitacional,,10.1.1,"Reducir a 8,97 el déficit cualitativo de vivienda del municipio",Déficit cualitativo de viviedna,"12.5
Fuente: Dane VIHOPE
4258
 viviendas con destino habitacional
Fuente: Sec. Planeación 2024",4001032,2024257990010,Mejoramiento habitacional y acceso a la vivienda y desarrollo sostenible en el Municipio de Tenjo Cundinamarca,76,,Implementar un programa de capacitación en mantenimiento y reparaciones domésticas para el 50% de las familias beneficiarias de los programas de mejoramiento de vivienda.,0,Porcentaje,I,Número de programas implementados,Sec.  de Urbanismo,,50%,0%,0%,,,0.0%,0,0,35%,15%,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,NP,,0,0,0,0,0,0,0,0,0.00,0.00,0%,0.00%,0%,NP,Meta 76.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,,"$50,000,000.00",5100000000%,"52,530,000","54,105,900","207,635,900",,,,,,,,,,,,,,,
"Eje 1. Ambiente, Conectividad y Ordenamiento y servicios públicos",23.50%,,40,4001,10,"Es el tiempo de la vivienda y Desarrollo Sostenible para Tenjo

(Acceso a soluciones de vivienda)",,1400,10.2,Financiamiento y Acceso a la Vivienda,,10.2.1,"Ejecutar al 100% las acciones complementarias que faciliten el acceso a la vivienda y la implementación de políticas de sosteniblidad, adaptación al cambio climático y reducción de las huella de carbono",Porcentaje de acciones complemantarias de acceso a vivienda y adaptación al cambio climático ejecutadas,100%,4001032,2024257990010,Mejoramiento habitacional y acceso a la vivienda y desarrollo sostenible en el Municipio de Tenjo Cundinamarca,77,,"Establecer una alianza con entidades financieras, organizaciones sin ánimo de lucro o de carácter privado que facilite el acceso a créditos de vivienda, o que articule este componente favorablemente para mínimo 30 familias del municipio de Tenjo",0,Número,I,Número de alianzas establecidas,Sec. Infraestructura y Obra Pública,,1,0%,0%,,,0.0%,0,0,0,1,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,NP,,0,0,0,0,0,0,0,0,0.00,0.00,0%,0.00%,0%,NP,Meta 77.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,060,000.00","$3,060,000.00",$0.00,$0.00,"$3,060,000.00","$3,060,000.00",100%,"$3,060,000.00","$3,060,000.00","$3,060,000.00","$3,060,000.00",100.00%,"$3,000,000.00",306000000%,"3,151,800","3,246,354","12,458,154",,,,,,,,,,,,,,,
"Eje 1. Ambiente, Conectividad y Ordenamiento y servicios públicos",23.50%,,40,4001,10,"Es el tiempo de la vivienda y Desarrollo Sostenible para Tenjo

(Acceso a soluciones de vivienda)",,1400,10.2,Financiamiento y Acceso a la Vivienda,,10.2.1,"Ejecutar al 100% las acciones complementarias que faciliten el acceso a la vivienda y la implementación de políticas de sosteniblidad, adaptación al cambio climático y reducción de las huella de carbono",Porcentaje de acciones complemantarias de acceso a vivienda y adaptación al cambio climático ejecutadas,100%,4001032,2024257990010,Mejoramiento habitacional y acceso a la vivienda y desarrollo sostenible en el Municipio de Tenjo Cundinamarca,78,,Desarrollar e implementar un plan de acción para la integración de tecnologías verdes y eficiencia energética en el 100% de los proyectos de mejoramiento de vivienda.,0,Número,I,Plan de acción desarrollado y establecido,Secretaría de Desarrollo Económico y Medio Ambiente o quien haga sus veces,,1,0%,0%,,,0.0%,0.00,0.00,0.80,0.20,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,NP,,0,0,0,,0,,0,,0.00,0.00,0%,0%,0%,NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,,"$5,000,000.00",510000000%,"5,253,000","5,410,590","20,763,590",,,,,,,,,,,,,,,
Eje 2. Seguridad Convivencia y Participación Ciudadana,11.40%,,45,4501,11,"Ecosistema Inteligente de seguridad y convivencia

(Fortalecimiento de la convivencia y seguridad ciudadana)",,1000,11.1,Seguridad inteligente,,11.1.1,Incrementar a 60% la Percepción de Seguridad Ciudadana, Percepción de Seguridad Ciudadana,"45%
Fuente: Encuesta dePercepción de Ciudadana- Sabana Centro Cómo Vámos 2023",4501007,2024257990011,Fortalecimiento de la convivencia y seguridad ciudadana del municipio de Tenjo Cundinamarca,79,,"Realizar 5 actividades relacionadas con el mejoramiento de la infraestructura tecnológica en seguridad, convivencia ciudadana y orden público",90 cámaras 1 actividad,Número,M,Número de actividades realizadas,Sec. Gobierno y convivencia ciudadana o quien haga sus veces,,5,20%,14%,,,7.9%,1,2,2,0,,,,,0.4,0.4,0.6,0.6,1.00,1.00,1.00,100%,100%,P,Meta 79.docx,1,1,0.5,0.2,0.5,0.2,0,0,2.00,1.40,0.70,100%,70%,P,Meta 79.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,573,941,260.00","$376,704,465.00","$691,930,224.00","$691,930,224.00","$2,265,871,484.00","$1,068,634,689.00",47%,"$1,378,000,000.00","$1,573,941,260.00","$796,948,295.00","$605,831,798.00",50.63%,"$1,400,000,000.00",142800000000%,"1,456,560,000","1,500,256,800","5,784,816,800",,,,,,,,,,,,,,,
Eje 2. Seguridad Convivencia y Participación Ciudadana,11.40%,,45,4501,11,"Ecosistema Inteligente de seguridad y convivencia

(Fortalecimiento de la convivencia y seguridad ciudadana)",,1000,11.1,Seguridad inteligente,,11.1.1,Incrementar a 60% la Percepción de Seguridad Ciudadana, Percepción de Seguridad Ciudadana,"45%
Fuente: Encuesta dePercepción de Ciudadana- Sabana Centro Cómo Vámos 2023",4501026,2024257990011,Fortalecimiento de la convivencia y seguridad ciudadana del municipio de Tenjo Cundinamarca,80,,"Garantizar el cumplimiento al 100% del Plan Integral de Seguridad y Convivencia Ciudadana (PISCC) buscando el fortalecimiento de acciones de prevención, atención y respuesta en todo el territorio y en entornos educativos",100%,Porcentaje,M,Porcentaje de cumplimiento garantizado ,Sec. Gobierno y convivencia ciudadana o quien haga sus veces,SI,100%,50%,80%,,,35.5%,100%,100%,100%,100%,,,,,40%,40%,60%,60.00%,50%,50%,100%,100%,100%,P,Meta 80.docx,15%,15%,30%,30%,40%,30%,15%,5%,100%,80%,80%,100%,80%,P,Meta 80.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,260,941,593.00","$1,276,527,909.00","$950,167,957.00","$950,167,957.00","$3,211,109,550.00","$2,226,695,866.00",69%,"$1,813,453,332.00","$2,570,941,593.00","$1,697,146,699.00","$1,072,393,419.00",66.01%,"$1,919,575,503.00",253295321100%,"2,501,624,594","2,595,591,918","9,549,745,226",,,,,,,,,,,,,,,
Eje 2. Seguridad Convivencia y Participación Ciudadana,11.40%,,45,4501,11,"Ecosistema Inteligente de seguridad y convivencia

(Fortalecimiento de la convivencia y seguridad ciudadana)",,1000,11.1,Seguridad inteligente,,11.1.1,Incrementar a 60% la Percepción de Seguridad Ciudadana, Percepción de Seguridad Ciudadana,"45%
Fuente: Encuesta dePercepción de Ciudadana- Sabana Centro Cómo Vámos 2023",4501001,2024257990011,Fortalecimiento de la convivencia y seguridad ciudadana del municipio de Tenjo Cundinamarca,81,,Desarrollar 8 capacitaciones a actores clave sobre seguridad y convivencia ciudadana durante el cuatrienio.,0,Número,I,Número de capacitaciones desarrolladas,Sec. Gobierno y convivencia ciudadana o quien haga sus veces,,8,0%,10%,,,3.5%,0,1,3,4,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,NP,Meta 81.docx,0,0,0,0,0.8,0.8,0.2,,1.00,0.80,0.80,100%,80%,P,Meta 81.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$23,026,500.00",$0.00,$0.00,$0.00,"$23,026,500.00",$0.00,0%,"$23,026,500.00","$23,026,500.00",$0.00,$0.00,0.00%,$0.00,5000000000%,"51,000,000","52,530,000","153,530,000",,,,,,,,,,,,,,,
Eje 2. Seguridad Convivencia y Participación Ciudadana,11.40%,,45,4501,11,"Ecosistema Inteligente de seguridad y convivencia

(Fortalecimiento de la convivencia y seguridad ciudadana)",,1000,11.1,Seguridad inteligente,,11.1.1,Incrementar a 60% la Percepción de Seguridad Ciudadana, Percepción de Seguridad Ciudadana,"45%
Fuente: Encuesta dePercepción de Ciudadana- Sabana Centro Cómo Vámos 2023",4501032,2024257990011,Fortalecimiento de la convivencia y seguridad ciudadana del municipio de Tenjo Cundinamarca,82,,Implementar la estrategia de mantenimiento y robustecimiento del pie de fuerza - Ejército Nacional y Policía Nacional - y seguridad privada con motorizados para el mejoramiento de las condiciones de seguridad ciudadana y orden público en el municipio.,1,Número,M,Porcentaje de estrategia implementada,Sec. Gobierno y convivencia ciudadana o quien haga sus veces,,1,100%,100%,,,50.0%,1,1,1,1,,,,,0.7,0.7,0.3,0.3,1.00,1.00,1.00,100%,100%,P,Meta 82.docx,0,0,0.3,0.3,0.5,0.5,0.2,0.2,1.00,1.00,1.00,100%,100%,P,Meta 82.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,350,000,000.00",$0.00,$0.00,$0.00,"$1,350,000,000.00",$0.00,0%,"$1,200,000,000.00","$1,040,000,000.00","$1,038,820,607.00","$592,933,967.00",99.89%,"$1,300,000,000.00",180000000000%,"1,836,000,000","1,891,080,000","6,827,080,000",,,,,,,,,,,,,,,
Eje 2. Seguridad Convivencia y Participación Ciudadana,11.40%,,45,4501,11,"Ecosistema Inteligente de seguridad y convivencia

(Fortalecimiento de la convivencia y seguridad ciudadana)",,1000,11.1,Seguridad inteligente,,11.1.1,Incrementar a 60% la Percepción de Seguridad Ciudadana, Percepción de Seguridad Ciudadana,"45%
Fuente: Encuesta dePercepción de Ciudadana- Sabana Centro Cómo Vámos 2023",4501032,2024257990011,Fortalecimiento de la convivencia y seguridad ciudadana del municipio de Tenjo Cundinamarca,83,,Garantizar al 100% el funcionamiento y mejoramiento de la atención integral de la Inspección de Policía junto con sus acciones de control urbanístico en el municipio ,100%,Porcentaje,M,Porcentaje de funcionamiento garantizado,Sec. Gobierno y convivencia ciudadana o quien haga sus veces,,100%,50%,97%,,,41.5%,100%,100%,100%,100%,,,,,70%,70%,30%,30%,50%,50%,100%,100%,100%,P,Meta 83.docx,15%,15%,30%,30%,40%,40%,15%,12%,100%,97%,97%,100%,97%,P,Meta 83.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$341,943,969.00","$172,749,571.00","$158,074,590.00","$158,074,590.00","$500,018,559.00","$330,824,161.00",66%,"$341,943,969.00","$341,943,969.00","$286,733,192.00","$253,885,454.00",83.85%,"$300,000,000.00",30600000000%,"312,120,000","321,483,600","1,239,603,600",,,,,,,,,,,,,,,
Eje 2. Seguridad Convivencia y Participación Ciudadana,11.40%,,45,4501,11,"Ecosistema Inteligente de seguridad y convivencia

(Fortalecimiento de la convivencia y seguridad ciudadana)",,1000,11.1,Seguridad inteligente,,11.1.1,Incrementar a 60% la Percepción de Seguridad Ciudadana, Percepción de Seguridad Ciudadana,"45%
Fuente: Encuesta dePercepción de Ciudadana- Sabana Centro Cómo Vámos 2023",4501056,2024257990011,Fortalecimiento de la convivencia y seguridad ciudadana del municipio de Tenjo Cundinamarca,84,,"Establecer un mecanismo colaboración ciudadana mediante la implementación de recompensas, fortaleciendo a seguridad, la cofianza de la comunidad y la disuasión y reducción de hechos delictivos",1,Número,I,Mecanismo de colaboración ciudadana establecido,Sec. Gobierno y convivencia ciudadana o quien haga sus veces,,1,100%,80%,,,43.0%,1,1,1,1,,,,,0.5,0.5,0.5,0.5,1.00,1.00,1.00,100%,100%,P,Meta 84.docx,0.4,0.4,0.2,0.2,0.2,0.1,0.2,0.1,1.00,0.80,0.80,100%,80%,P,Meta 84.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$40,000,000.00",$0.00,$0.00,$0.00,"$40,000,000.00",$0.00,0%,"$40,000,000.00","$40,000,000.00","$27,000,000.00","$27,000,000.00",67.50%,"$50,000,000.00",5000000000%,"50,000,000","50,000,000","200,000,000",,,,,,,,,,,,,,,
Eje 2. Seguridad Convivencia y Participación Ciudadana,11.40%,,45,4501,11,"Ecosistema Inteligente de seguridad y convivencia

(Fortalecimiento de la convivencia y seguridad ciudadana)",,1000,11.1,Seguridad inteligente,,11.1.1,Incrementar a 60% la Percepción de Seguridad Ciudadana, Percepción de Seguridad Ciudadana,"45%
Fuente: Encuesta dePercepción de Ciudadana- Sabana Centro Cómo Vámos 2023",4501032,2024257990011,Fortalecimiento de la convivencia y seguridad ciudadana del municipio de Tenjo Cundinamarca,85,,Garantizar el funcionamiento y mejoramiento al 100% de la atención integral de la Comisaría de Familia  y sus servcios de atención integral en el municipio durante el cuatrienio (Ley 2126 del 2021) ,100%,Porcentaje,M,Porcentaje de funcionamiento y mejoramiento garantizado,Sec. Gobierno y convivencia ciudadana o quien haga sus veces,SI,100%,50%,100%,,,42.5%,100%,100%,100%,100%,,,,,70%,70%,30%,30%,50%,50%,100%,100%,100%,P,Meta 85.docx,15%,15%,30%,30%,40%,40%,15%,15%,100%,100%,100%,100%,100%,P,Meta 85.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,380,400,792.00","$511,749,856.00","$515,865,579.00","$515,865,579.00","$1,896,266,371.00","$1,027,615,435.00",54%,"$1,324,400,792.00","$1,380,400,792.00","$1,170,781,563.00","$971,993,645.00",84.81%,"$988,763,011.00",100853827100%,"1,028,709,037","1,059,570,308","4,085,580,627",,,,,,,,,,,,,,,
Eje 2. Seguridad Convivencia y Participación Ciudadana,11.40%,,45,4501,11,"Ecosistema Inteligente de seguridad y convivencia

(Fortalecimiento de la convivencia y seguridad ciudadana)",,1000,11.1,Seguridad inteligente,,11.1.1,Incrementar a 60% la Percepción de Seguridad Ciudadana, Percepción de Seguridad Ciudadana,"45%
Fuente: Encuesta dePercepción de Ciudadana- Sabana Centro Cómo Vámos 2023",4501048,2024257990011,Fortalecimiento de la convivencia y seguridad ciudadana del municipio de Tenjo Cundinamarca,86,,Garantizar al 100%  de las personas privadas de la libertad  en el municipio de Tenjo sus derechos ,100%,Porcentaje,M,Porcentaje de personas privadas de las libertades  con garantía de derechos,Sec. Gobierno y convivencia ciudadana o quien haga sus veces,,100%,50%,87%,,,38.0%,100%,100%,100%,100%,,,,,70%,70%,30%,30%,50%,50%,100%,100%,100%,P,Meta 86.docx,15%,15%,30%,30%,40%,40%,15%,2%,100%,87%,87%,100%,87%,P,Meta 86.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$150,000,000.00",$0.00,"$23,999,983.00","$23,999,983.00","$173,999,983.00","$23,999,983.00",14%,"$90,000,000.00","$150,000,000.00","$17,047,850.00","$17,047,850.00",11.37%,"$240,000,000.00",24480000000%,"249,696,000","257,186,880","991,682,880",,,,,,,,,,,,,,,
Eje 2. Seguridad Convivencia y Participación Ciudadana,11.40%,,45,4501,11,"Ecosistema Inteligente de seguridad y convivencia

(Fortalecimiento de la convivencia y seguridad ciudadana)",,1000,11.1,Seguridad inteligente,,11.1.1,Incrementar a 60% la Percepción de Seguridad Ciudadana, Percepción de Seguridad Ciudadana,"45%
Fuente: Encuesta dePercepción de Ciudadana- Sabana Centro Cómo Vámos 2023",4501025,2024257990011,Fortalecimiento de la convivencia y seguridad ciudadana del municipio de Tenjo Cundinamarca,87,,Poner en funcionamiento el Centro de  Traslado por Protección dando cumplimiento a la Ley 1801 del 2016 durante el cuatrienio,1,Número,M,Centro de Traslado por protección en funcionamiento,Sec. Gobierno y convivencia ciudadana o quien haga sus veces,SI,1,60%,40%,,,23.0%,1,1,1,1,,,,,1,0.5,0.5,0.1,1.00,0.60,0.60,100%,60%,P,Meta 87.docx,0.1,0.1,0.3,0.3,0.4,0,0.2,0,1.00,0.40,0.40,100%,40%,P,Meta 87.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$169,000,000.00",$0.00,$0.00,$0.00,"$169,000,000.00",$0.00,0%,"$135,000,000.00","$169,000,000.00",$0.00,$0.00,0.00%,"$100,000,000.00",10200000000%,"104,040,000","107,161,200","413,201,200",,,,,,,,,,,,,,,
Eje 2. Seguridad Convivencia y Participación Ciudadana,11.40%,,45,4502,12,"Es el tiempo de la acción y partcipación comunitaria

(Fortalecimiento del buen gobierno para el respeto y la garantía de los DDHH)",,1000,12.1,Es el tiempo de la infraestructura comunitaria,,12.1.1,"Ejecutar al 100% las acciones establecidas frente al mantenimiento, construcción y adecuación de la infraestructura comunitaria",Porcentaje de acciones ejecutadas,73%,4502002,2024257990012,"Fortalecimiento a la infraestructura,  a la accion y participacion comunitaria en el municipio de Tenjo",88,,"Realizar la construcción, adecuación y/o rehabilitación de 2 aulas comunitarias",2,Número,I,Número de salones multifuncionales construidos,Sec. Infraestructura y Obra Pública,,2,5%,0%,,,0.7%,0.100,0,1,1,,,,,0.0499,0.0499,0.0499,0.0499,0.10,0.10,1.00,100%,100%,P,META 88.docx,0,,0,,0,,0,,0.00,0.00,0%,0%,0%,NP,Meta 88.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,"$15,000,000.00","$15,000,000.00","$15,000,000.00","$15,000,000.00",100%,$0.00,$0.00,$0.00,$0.00,,$0.00,0%,"700,000,000","750,000,000","1,450,000,000",,,,,,,,,,,,,,,
Eje 2. Seguridad Convivencia y Participación Ciudadana,11.40%,,45,4502,12,"Es el tiempo de la acción y partcipación comunitaria

(Fortalecimiento del buen gobierno para el respeto y la garantía de los DDHH)",,1000,12.1,Es el tiempo de la infraestructura comunitaria,,12.1.1,"Ejecutar al 100% las acciones establecidas frente al mantenimiento, construcción y adecuación de la infraestructura comunitaria",Porcentaje de acciones ejecutadas,73%,4502001,2024257990012,"Fortalecimiento a la infraestructura,  a la accion y participacion comunitaria en el municipio de Tenjo",89,,Mantener físicamente el 100% de los salones multifuncionales e infraestructura comunitaria del municipio en el cuatrienio,75%,Porcentaje,I,Porcentaje de salones multifuncionales intervenidos,Sec. Infraestructura y Obra Pública,,100%,0%,35%,,,12.3%,0,100%,100%,100%,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,NP,,15%,15%,30%,20%,30%,0%,25%,,100%,35%,35%,100%,35%,P,Meta 89.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000,000.00","$47,750,000.00",$0.00,$0.00,"$50,000,000.00","$47,750,000.00",96%,"$50,000,000.00","$50,000,000.00","$47,750,000.00","$31,912,500.00",95.50%,$0.00,30000000000%,"750,000,000","500,000,000","1,550,000,000",,,,,,,,,,,,,,,
Eje 2. Seguridad Convivencia y Participación Ciudadana,11.40%,,45,4502,12,"Es el tiempo de la acción y partcipación comunitaria

(Fortalecimiento del buen gobierno para el respeto y la garantía de los DDHH)",,1000,12.1,Es el tiempo de la infraestructura comunitaria,,12.1.1,"Ejecutar al 100% las acciones establecidas frente al mantenimiento, construcción y adecuación de la infraestructura comunitaria",Porcentaje de acciones ejecutadas,73%,4502001,2024257990012,"Fortalecimiento a la infraestructura,  a la accion y participacion comunitaria en el municipio de Tenjo",90,,"Ejecutar una estrategia de mantenimiento de ornato público, limpieza de suminideros, cunetas y vallados",0,Número,I,Número de estrategias ejecutadas,Sec. Infraestructura y Obra Pública,,1,100%,80%,,,43.0%,1,1,1,1,,,,,0.5,0.5,0.5,0.5,1.00,1.00,1.00,100%,100%,P,META 90.docx,0.3,0.3,0.3,0.3,0.2,0.2,0.2,,1.00,0.80,0.80,100%,80%,P,Meta 90.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$700,000,000.00","$199,895,695.00","$179,999,328.00","$179,999,328.00","$879,999,328.00","$379,895,023.00",43%,"$200,000,000.00","$700,000,000.00","$699,773,248.00","$199,895,695.00",99.97%,"$200,000,000.00",20400000000%,"208,080,000","214,322,400","826,402,400",,,,,,,,,,,,,,,
Eje 2. Seguridad Convivencia y Participación Ciudadana,11.40%,,45,4502,12,"Es el tiempo de la acción y partcipación comunitaria

(Fortalecimiento del buen gobierno para el respeto y la garantía de los DDHH)",,1000,13.1,Participación comunitaria con acciones y resultados,,13.1.1,Incrementar al 90% de la capacidad organizativa y participativa de las Juntas de Acción Comunal en el municipio mediante la ejecución de las acciones establecidas en Participación Comunitaria,Porcentaje de  capacidad organizativa y participativa de JAC incrementada,70%,4502001,2024257990012,"Fortalecimiento a la infraestructura,  a la accion y participacion comunitaria en el municipio de Tenjo",91,,Realizar la suscripción de 20 convenios solidarios con las JAC que cuenten con su documentación actualizada,9,Número,I,Suscripción de convenios solidarios realizados,Sec. Gobierno y convivencia ciudadana o quien haga sus veces,,20,0%,4%,,,1.5%,0,6,10,4,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,NP,Meta 91.docx,0,0,0,0,5,5,1,,6.00,5.00,0.83,100%,83%,P,Meta 91.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$120,000,000.00",$0.00,$0.00,$0.00,"$120,000,000.00",$0.00,0%,"$120,000,000.00","$160,000,000.00",$0.00,$0.00,0.00%,"$125,000,000.00",17650000000%,"203,030,000","210,370,900","714,900,900",,,,,,,,,,,,,,,
Eje 2. Seguridad Convivencia y Participación Ciudadana,11.40%,,45,4502,12,"Es el tiempo de la acción y partcipación comunitaria

(Fortalecimiento del buen gobierno para el respeto y la garantía de los DDHH)",,1000,13.1,Participación comunitaria con acciones y resultados,,13.1.1,Incrementar al 90% de la capacidad organizativa y participativa de las Juntas de Acción Comunal en el municipio mediante la ejecución de las acciones establecidas en Participación Comunitaria,Porcentaje de  capacidad organizativa y participativa de JAC incrementada,70%,4502001,2024257990012,"Fortalecimiento a la infraestructura,  a la accion y participacion comunitaria en el municipio de Tenjo",92,,Reglamentar e implementar el presupuesto participativo en el municipio,0,Número,I,Presupuesto participativo reglamentado e implementado,Sec. Gobierno y convivencia ciudadana o quien haga sus veces,,1,0%,85%,,,29.8%,0,0.5,0.5,0,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,NP,Meta 92.docx,15,15,30,30,40,40,15,,100.00,85.00,0.85,100%,85%,P,Meta 92.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$25,000,000.00","$17,700,000.00",$0.00,$0.00,"$25,000,000.00","$17,700,000.00",71%,"$25,000,000.00","$17,700,000.00","$17,700,000.00","$17,700,000.00",100.00%,$0.00,0%,"50,000,000","50,000,000","100,000,000",,,,,,,,,,,,,,,
